created_at,id_str,full_text,username
Tue Sep 05 12:19:04 +0000 2023,1699034407817077139,"Viral Rangka eSAF Motor Honda Rawan Patah, Kemenhub: Sudah Lolos Uji Tipe https://t.co/NfLdzUURet",Bisniscom
Tue Sep 05 10:50:26 +0000 2023,1699012104802668875,"VIDEO: Rangka eSAF Banyak yang Keropos, Solusinya Apa Honda? #uzoneID #mobil #motor https://t.co/5t0q4sZ1iO",uzoneindonesia
Tue Sep 05 10:25:23 +0000 2023,1699005799081857083,"Rangka eSAF Sepeda Motor Honda Mudah Berkarat hingga Patah, AHM Didesak Uji Lab Metalurgi https://t.co/q46k5mt0sq",CelahSumbar
Tue Sep 05 09:33:15 +0000 2023,1698992681979183497,"@KangManto123 Cerdas baca peluang, ayo buruan buka bengkel pengelasan rangka esaf sebelum Honda jadi perduli sama konsumen Indonesia. 😆",Anditeman_
Tue Sep 05 09:19:30 +0000 2023,1698989221388911027,@pandji Honda esaf- indomie vs gaga- anies muhaimin,forte_forteen
Tue Sep 05 09:02:25 +0000 2023,1698984922441212370,Ngilangin karat di rangka esaf motor Honda bisa kali ya pake ini...?  Karat ilang rangka pun #&amp $+ ,ilhammilan
Tue Sep 05 07:37:03 +0000 2023,1698963436225576998,Lagi! Honda Kembali Membuat Pernyataan Terkait Rangka eSAF di Akun Resmi https://t.co/0VWFKvlP6V   #siang #selasa #Oklin #OnlyFriendsSeries #Zero,Yenitrsnwt_
Tue Sep 05 06:41:04 +0000 2023,1698949350775574954,"Gaduh Mudah Patah dan Keropos, Skutik Honda dengan Rangka eSAF juga Diekspor?: Selain pasar domestik beberapa produk sepeda motor Honda yang kini tengah viral akibat rangka mudah patah juga diekspor ke sejumlah negara. https://t.co/dMi754UfZT https://t.co/lmmo5iPc4f",otosia
Tue Sep 05 06:23:28 +0000 2023,1698944919711465851,"Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/MmNQ2U2Z9O via @YouTube",RyukenHerry
Tue Sep 05 06:03:14 +0000 2023,1698939826773676139,"WNI Ini Coba Motor Honda Di Jepang, Tes Kualitas Rangka eSAF https://t.co/RxCzyJ6lA0",fajarnusanew
Tue Sep 05 06:00:39 +0000 2023,1698939178762006923,Honda bekas dengan frame eSAF sekarang berapa ya harganya ?,JunizarT
Tue Sep 05 05:43:34 +0000 2023,1698934878329540852,"Kredit Motor Honda Minggu Ini Diganjar Diskon Rp5 Juta, Bukan Gegara eSAF #Ramadan https://t.co/WCkJqfWrZm https://t.co/t19YLvP5hv",VIVAcoid
Tue Sep 05 05:43:33 +0000 2023,1698934875813024231,"Kredit Motor Honda Minggu Ini Diganjar Diskon Rp5 Juta, Bukan Gegara eSAF https://t.co/uWnNDf2u5l",100kpjcom
Tue Sep 05 05:22:07 +0000 2023,1698929480465850853,"Skutik Honda Giorno+ Luncur di Thailand, Rangka Sama dengan eSAF?: Baru-baru ini Honda Thailand meluncurkan skutik bergaya klasik Giorno+. New Honda Giorno+ sendiri menurut Honda Thailand diposisikan dengan konsep The New High, every style goes far"". https://t.co/sLF8cwn6qt https://t.co/dBmjG9NHMx""",otosia
Tue Sep 05 05:00:24 +0000 2023,1698924015367463403,JANGAN beli motor HONDA - selama AHM tidak me RECALL product-nya yang berangka eSAF. https://t.co/eIC6J5FBsf lewat @YouTube,soboalasku
Tue Sep 05 04:40:28 +0000 2023,1698918997968961776,"@worksfess ga usah bahas terlalu jauh, misalkan nanti kalo ngebahas kerjaan bagaimana, apakah akan canggung atau ga, risih atau ga.  bahas kemungkinan terdekat dulu, ketika tau laki suka laki (LGBT) aja udah kemungkinan banyak yg pengen hantem pake AS Shok Breaker depan honda beat Esaf...",adindundendon
Tue Sep 05 04:16:35 +0000 2023,1698912989003567136,"Laaah garansi 1thn meski salah AHM? (harga lebih dari 10jt) motor +62 masih terhitung investasi 1 dekade, berarti investasi RUGI ?  Pihak Astra Honda Motor (AHM) bilang kalau rangka eSAF punya garansi selama 10.000 km atau satu tahun, mana yang lebih dulu tercapai.",JabarKantor
Tue Sep 05 04:07:30 +0000 2023,1698910701941821712,Terjun Bebas Harga Motor Bekas Honda Rangka eSAF  #esaf #rangkaesaf #astrahondamotor  https://t.co/QMh7bijVeI,foxalparomeo
Tue Sep 05 03:36:32 +0000 2023,1698902911982653657,"10 Potret Motor Honda yang Aman dari Rangka eSAF, dari Matic Hingga Kopling: Ingin pakai motor Honda tapi takut dengan rangka eSAF? Berikut daftar motor Honda yang tidak pakai rangka eSAF. https://t.co/u1Ffwywv2B https://t.co/tTKDjnh2mu",otosia
Tue Sep 05 03:35:36 +0000 2023,1698902674463412570,KECELAKAAN AKIBAT RANGKA ESAF HONDA YANG PATAH.!!! INI SUDAH MEMBAHAYAKA... https://t.co/H9jePNx0aW via @YouTube  cc: @welovehonda  @AstraHondaCare  #rangkaesaf #hondapatah,masdinxlastname
Tue Sep 05 03:20:27 +0000 2023,1698898861279125667,"Rangka eSAF Keropos Belum Selesai, Kini Setang Oleng di Motor Honda #uzoneID #mobil #motor https://t.co/Dxu7SmVgCZ",uzoneindonesia
Tue Sep 05 02:51:33 +0000 2023,1698891590272766401,"Spesifikasi dan Harga Yamaha Gear 125, Bisa Jadi Alternatif BeAT eSAF: Honda BeAT merupakan motor matic yang peredarannya paling banyak di kelasnya. Bagi kamu yang bosan dengan Honda BeAT, Yamaha Gear 125 jadi pilihan motor menarikk. https://t.co/lSrtRX042E https://t.co/tR0KOUeztV",otosia
Tue Sep 05 02:20:26 +0000 2023,1698883760668991649,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/oCSEvZbkfB lewat @ChangeOrg_ID,damar62629322
Tue Sep 05 02:09:36 +0000 2023,1698881033465381011,"Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/DZ15WWRLpe via @YouTube",Agus_Purwadi
Tue Sep 05 01:23:41 +0000 2023,1698869477277057116,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/23weCID5NQ lewat @ChangeOrg_ID,riesal
Mon Sep 04 23:51:59 +0000 2023,1698846400484978743,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/FitPvDyCH2 lewat @ChangeOrg_ID,MarJhon405
Mon Sep 04 17:42:40 +0000 2023,1698753457287762371,Fakta Silikat Biang Kerok Rangka eSAF Honda Keropos Menurut Analisis Perancang Breket Jet di Salatiga https://t.co/jwQyb9utLg   Download aplikasi https://t.co/KRqKFj9bBA untuk akses berita lebih mudah dan cepat: Android: https://t.co/wp3u4bK7yT,Saepul37884466
Mon Sep 04 13:53:14 +0000 2023,1698695721875312840,Fakta Silikat Biang Kerok Rangka eSAF Honda Keropos Menurut Analisis Perancang Breket Jet di Salatiga  https://t.co/HFlaDcuePR,motorplusweekly
Mon Sep 04 13:22:54 +0000 2023,1698688084517548114,@vanc1Bozz @YLKI_ID Jadi ngeri naik motor Honda yg pake rangka eSAF 😭,Agus505120pp
Mon Sep 04 12:51:27 +0000 2023,1698680172894183585,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/DMDv2dhrbm lewat @ChangeOrg_ID,xtonmorisson
Mon Sep 04 11:31:17 +0000 2023,1698659997369131172,"@CNNIndonesia Promo judi jadi duta anti judi, kang nyabu jadi duta anti narkoba, ngehina pancasila jadi duta pancasila  Tinggal 1. Duta rangka motor matic entry level terkuat yang jatuh pada honda rangka esaf!!!   Ahmpas kntl!!!",emyr_za
Mon Sep 04 11:22:43 +0000 2023,1698657839429083620,"@cha_malla @vanc1Bozz @YLKI_ID Vario 125 aja, rangka belum esaf kalo mau honda.  Klo suzuki ambil nex II atau Address",Egha_KF
Mon Sep 04 10:46:39 +0000 2023,1698648763618005483,"@DPR_RI Mohon dibantu memanggil ASTRA HONDA MOTOR untuk menjelaskan produk sepeda motor yang mengalami patah rangka eSAF. Karena saya salah satu pemilik Motor Honda, berarti saya sedang mempertaruhkan keamanan diri saya jika sewaktu-waktu motor saya mengalami hal yang sama.",srianggoroseto
Mon Sep 04 10:35:53 +0000 2023,1698646052969279812,Perasaan Hati Punya Honda Beat ESAF Sejak Ramai Berita Rangka Patah &amp  Se... https://t.co/jGRbiMLadS via @YouTube,rainerbudiharto
Mon Sep 04 10:28:08 +0000 2023,1698644105637871670,@PartaiSocmed @AgusYudhoyono @PDemokrat Saya juga akui paparan beliau jauh-jauh lebih baik daripada press-release Honda mengenai isu keroposnya rangka eSAF seeda motornya.,RusmanWidaya
Mon Sep 04 09:12:46 +0000 2023,1698625137254490272,"Layanan Cek Rangka eSAF Motor Honda, Konsumen Bisa Langsung Datang ke AHASS https://t.co/81U4A7xavz",PostingnewsId
Mon Sep 04 09:00:34 +0000 2023,1698622067065966964,"Layanan Cek Rangka eSAF Motor Honda, Konsumen Bisa Langsung Datang ke AHASS https://t.co/koCauCvZbW",acepe01
Mon Sep 04 06:48:33 +0000 2023,1698588846278218011,"@vanc1Bozz @YLKI_ID honda keterlaluan banget , recall ngga mau . malah ngejualin rangka esaf nya lagi , kalau ngejualin rangkanya pake kualitas yang lebih bagus sih gapapa . emang gamau muhasabah",bhaskara420
Mon Sep 04 06:33:04 +0000 2023,1698584949140619296,"9 Potret Yamaha Patah Tulang"" Ini Dikomentari Netizen, Beda Kasus dengan eSAF Honda: Foto Yamaha mengalami patah tulang beredar di media sosial. Ternyata, kasusnya beda dengan rangka eSAF yang keropos dan patah sejak kondisi baru. Begini komentar netizen https://t.co/BGldfaYGiW https://t.co/uql46vaBfO""",otosia
Mon Sep 04 06:12:24 +0000 2023,1698579748203667787,"@KontenBerfaedah Bukti, honda beat rangka Esaf kuat.",beaglejumper
Mon Sep 04 06:00:01 +0000 2023,1698576631948886354,Khawatir rangka eSAF Skutik Honda mau patah atau nggak? Cek di bengkel resmi masih gratis kalo…      https://t.co/BwD04RUiRW   #PakeMomotor #JelasAman https://t.co/qPUMB0hqnL,momotorid
Mon Sep 04 05:37:09 +0000 2023,1698570875552047146,"Gw jujur kasihan sih sama sales honda, ya gara² rangka esaf kropos karatan mereka yang kena!!! Padahal yang harusnya kita hujat itu dibagian produksi, engineer dan qc!!! https://t.co/aiFzgQny8u",emyr_za
Mon Sep 04 05:22:16 +0000 2023,1698567130709680408,AHM Buka Layanan Pengecekan Rangka eSAF Motor Honda  #esaf  #astrahondamotor  https://t.co/HNQl8aXPZX,foxalparomeo
Mon Sep 04 05:20:26 +0000 2023,1698566668765859938,Motor Bekas Honda dengan Rangka eSAF Disebut Masih Diminati #uzoneID #mobil #motor https://t.co/RzJtz66a5h,uzoneindonesia
Mon Sep 04 05:18:30 +0000 2023,1698566182620819632,Dealer Honda maupun AHM - sama saja - mereka tidak mau tanggung jawab atas BUSUK-nya Rangka Motor eSAF. AHM hanya cari untung saja di Indonesia ......AHM nda mau RECALL karena itu merugikan Mereka. https://t.co/KVqnhhjsIe lewat @YouTube,soboalasku
Mon Sep 04 05:16:18 +0000 2023,1698565630008725894,"@nafritzicosta @vanc1Bozz @YLKI_ID Naah ini bang yang masalah malah jadi ajang nyari cuan, gw disini gk membela Honda gw cuman ngasih tau kalo divideo ada rangka yang non esaf meskipun sama2 Honda.",KentangRacing
Mon Sep 04 05:12:54 +0000 2023,1698564774458806393,"@KentangRacing @vanc1Bozz @YLKI_ID Orang² kok gk paham dgn Twit anda ya, mereka baca hny sepotong² dan lsg goblok²kin anda. gw aja ngerti, di video ada motor Honda yg blm pakai rangka esaf, jd mgkn kesalahan user, krn yg lg masalah skrg yg rangka esaf. Kecuali kl di video semua Honda pakai esaf baru anda salah.",chelvin_ch
Mon Sep 04 05:12:43 +0000 2023,1698564728782791039,@KentangRacing @vanc1Bozz @YLKI_ID Klarifikasi honda emg rangkanya yg ESAF di buat tipis..dengan modal yg bs di tekan otomatis cuan yg di dpt bisa lebih..tanpa melihat faktor safety..dan lebih lucunya lagi mereka jual sparepart rangka..double cuan,nafritzicosta
Mon Sep 04 04:49:04 +0000 2023,1698558774871785557,"Selain kasus ini, ada juga kasus rangka eSAF dari Honda  Gara2 siapa? Ya sosmed https://t.co/I8tb4jJEvc",txtdrdigital
Mon Sep 04 04:26:15 +0000 2023,1698553035054883069,Musti ganti rangka? #esaf  #honda https://t.co/s6nkZM6i5e,Yuliartfega
Mon Sep 04 04:04:41 +0000 2023,1698547605792575961,@KentangRacing @vanc1Bozz @YLKI_ID 🙄 motor brand sebelah ada ga ya yg patah rangka (non esaf) kaya honda krn kesalahan pengguna?,hsza81
Mon Sep 04 04:02:38 +0000 2023,1698547088513224883,"Lebih perjaya fajrul daripada mekanik ahas  Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/QopJtIBu6f via @YouTube",anshoriazmi
Mon Sep 04 04:01:00 +0000 2023,1698546678297448452,"Selama Pengecekan Rangka eSAF Pemilik Honda Vario 160 dari Tangerang Dapat Motor Pengganti, Begini Kondisinya  https://t.co/DvWGQHAAKS",motorplusweekly
Mon Sep 04 03:53:12 +0000 2023,1698544717477376419,"@affanmauIana @KontenBerfaedah Bisa jadi bantahan honda kalo rangka esaf itu oke, ga bapuk kayak tuduhan orang2",rizki_kukur
Mon Sep 04 03:49:26 +0000 2023,1698543770361598358,"@tanyarlfes Esaf itu dipake matic doang bukannya? Rangka supra masih besi holo, tp lu liat dari fotonya, orang jalannya aja offroad model gitu ya gabisa salahin honda, bukan jadi white knight honda kali ini, justru gw benci ma mreka gegara banyak motor ke geprek, dan mlah ngeles pke bg adhon",prettydecentguy
Mon Sep 04 03:31:14 +0000 2023,1698539186448720033,@OrenjiRumah @mariomboys @vanc1Bozz @YLKI_ID Karena sekarang lagi pada nge up rangka esaf jadi orang orang juga pada nge up rangka Honda yang lain meskipun bukan esaf. Gk bro gw bukan orang Honda ataupun memihak honda.,KentangRacing
Mon Sep 04 03:28:52 +0000 2023,1698538592409411708,"@MuttaqinRaikhan @javaneutral @vanc1Bozz @YLKI_ID Gini bro, esaf (enhanced smart architecture frame) itu rangka yang dipakai honda skrg salah satunya di Vario 160",KentangRacing
Mon Sep 04 03:26:48 +0000 2023,1698538073288761829,"@MuttaqinRaikhan @HidayatQumaini @vanc1Bozz @YLKI_ID Mungkin mksd si bang dayat nunjukin motor apa aja yang pake rangka esaf, nah salahnya Honda adalah gk melakukan recall malah justru jualan rangka",KentangRacing
Mon Sep 04 03:10:36 +0000 2023,1698533994311401732,Ya tp merk motor lain g sebanyak honda gituh yg patah rangkanya. Jd berarti rangka sebelum esaf juga udh jelek? Maksudnya gitu kan??,azasasaza
Mon Sep 04 03:07:54 +0000 2023,1698533314548957218,@yonathan_tio @vanc1Bozz @YLKI_ID sereeeeemm 😩 baru nyoba honda eh kebagian esaf,kim__muki
Mon Sep 04 03:07:17 +0000 2023,1698533159242252605,"@vanc1Bozz @YLKI_ID Honda Mau nunggu ada korban jiwa yg meninggal karena kecelakaan esaf patah kah? @welovehonda @Astra  Kenapa tidak di recall motor yg pakai rangka esaf? Kalau memang begitu , anda udah zalim Tanggung aja dosa-nya di akhirat kelak",OrenjiRumah
Mon Sep 04 03:00:22 +0000 2023,1698531422380908996,"Perihal rangka esaf Honda, sejauh ini, ini yang paling jauh 👍 https://t.co/Dze3d038By",kvnizart
Mon Sep 04 02:49:24 +0000 2023,1698528661291573410,ga kebayang sakit kepalanya pedagang motor second yg nyetok honda dgn rangka esaf.. jual rugi 1-2 juta jugaaa sulit sepertinya..,fdjrbr
Mon Sep 04 02:44:46 +0000 2023,1698527493769084964,"@vanc1Bozz @YLKI_ID penasaran aja , sbrp drop penjualan honda sejak rame esaf ini  yg indomie vs gaga bikin drop  5T",ROCK3T8
Mon Sep 04 02:36:34 +0000 2023,1698525431421661495,Niat Ganti Rangka eSAF? Segini Daftar Harga dan Part Numbernya: Rangka eSAF motor Honda mengalami isu serius lantaran ramai kasus keropos dan patah walaupun kondisi motor terbilang baru. Berikut rincian harga rangka eSAF untuk yang ingin ganti rangka. https://t.co/f0g7IcG36K https://t.co/ju2lG9ffQx,otosia
Mon Sep 04 02:30:34 +0000 2023,1698523920310182151,"Ramai Rangka eSAF Patah dan Keropos, WNI Ini Coba Tes Kualitas Motor Honda di Jepang: Ia mencoba mengetes suara dari rangka motor Honda di Jepang. Pasalnya pengetesen di Indonesia rangka eSAF memiliki bunyi yang nyaring. https://t.co/CJUJVl54TN https://t.co/iRjg8ZEDqT",otosia
Mon Sep 04 02:21:00 +0000 2023,1698521512188543010,Temuan MOTOR Plus Honda BeAT Fi 2012 Rangka Belum eSAF Ada Silikat Tapi Lebih Kokoh  https://t.co/BGubUr5Q2e,motorplusweekly
Mon Sep 04 02:20:27 +0000 2023,1698521374674083978,Motor Honda Pakai Rangka eSAF Bisa Tukar Tambah di https://t.co/pc6gliRJRy? #uzoneID #mobil #motor https://t.co/wgxuKmHYf3,uzoneindonesia
Mon Sep 04 02:05:14 +0000 2023,1698517546998132748,"@NurRokh95012042 @KentangRacing @vanc1Bozz @YLKI_ID Berarti dari dulu sebelum ada rangka esaf, rangka honda memang udah gak bagus ya?",edoth76
Mon Sep 04 01:17:22 +0000 2023,1698505500764049685,@Pai_C1 kalau org luar negri nnya indonesia lgi musim apa ? bilang aj lgi musim rangka eSAF Honda patah dalm wktu berdekatan🗿,MinusKelakuan
Sun Sep 03 23:53:02 +0000 2023,1698484275807474153,"Kekar Berotot, Honda Vario 160 Street Resmi Dirilis, Gak Bakal Keropos Sebab Tak Lagi Pakai Rangka eSAF https://t.co/hZyVddDNX1",BfadliBfadli1
Sun Sep 03 19:45:45 +0000 2023,1698422044717932794,"sejauh ini, ini yang paling bagus penjelasannya tentang frame motor Honda (Esaf)  overall struktur design framenya sudah bagus, namun materialnya yg bermasalah  https://t.co/1bAyDmCpMA",alimaulia
Sun Sep 03 19:40:59 +0000 2023,1698420847055360424,"lebih baik rangka esaf honda, hadeuh",hapierppls
Sun Sep 03 18:25:23 +0000 2023,1698401819683336386,"@cha_malla @vanc1Bozz @YLKI_ID Pilih yg bukan esaf kalo masih mau pake motor honda, esaf kualitasnya jelek",Tumh1h0e
Sun Sep 03 16:05:19 +0000 2023,1698366571696271443,"Belum juga semenit udah kebales gol, emyu belakangnya keropos kek rangka esaf honda",Kaaeeeeel
Sun Sep 03 15:26:34 +0000 2023,1698356818681156041,@Aliakbarv96 @vanc1Bozz @YLKI_ID Rangka esaf ini diragukan oleh Honda Jepang tapi ntah knp tetep dipakai,KentangRacing
Sun Sep 03 15:25:59 +0000 2023,1698356672576762264,"@Aliakbarv96 @vanc1Bozz @YLKI_ID Nah betul, untuk rangka esaf seharusnya emg Honda nge recall semua unitnya bukan justru malah membuat video klarifikasi, dan beberapa konsumen juga sudah coba bandingin kualitas rangkanya dengan yang lama, rangka esaf ini emg lebih tipis dan sempet baca kalo -",KentangRacing
Sun Sep 03 15:10:06 +0000 2023,1698352675228979469,Isu rangka Enhanced Smart Architecture Frame (eSAF) milik Honda yang disebut mudah keropos dan patah tidak memengaruhi penjualan motor bekas. https://t.co/MvdSZJ8YtB,kompascom
Sun Sep 03 15:07:52 +0000 2023,1698352114769224026,"Secara teori design manufacturingnya sudah bagus, hanya saja eksekusi di pabrik yang membuat rangka eSAF jadi produk yang buruk.  Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/Fwl98Lyil9 via @YouTube",griyodotcom
Sun Sep 03 15:03:18 +0000 2023,1698350966243020881,"Ditengah hiruk pikuk chanel yg bahas masalah rangka esaf motor honda, ini yg paling OK 👏 https://t.co/OxCDuHEZIJ",Muiz_Shiddiq
Sun Sep 03 15:02:51 +0000 2023,1698350852757696530,"Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/DGYsnzVIOe lewat @YouTube",kilio_silver
Sun Sep 03 14:56:14 +0000 2023,1698349185484120418,"@vanc1Bozz @YLKI_ID Ini video isinya Honda yang belum pake rangka esaf jdi kemungkinan besar kesalahan dari user, yang skrg masalah tuh rangka esaf. Nih yang pake : Genio, Beat LED dan Beet Street LED  2020 - Sekarang, Vario 125 Facelift, Vario 160, Scoopy 2020 - Sekarang (mesin sama kyk genio)",KentangRacing
Sun Sep 03 14:20:47 +0000 2023,1698340266003108146,"Ini rangka eSAF Honda dari produksi 2019 kan ya? Duh motor saya juga dong, keluaran 2020 soalnya 😔",rrn_twit
Sun Sep 03 14:19:34 +0000 2023,1698339959709786356,"Kemenhub Selidiki Rangka eSAF Honda Rawan Patah, Pengamat: Jangan Ditutupi! #beritajogja #jogja #jogjaistimewa https://t.co/3SVqUkPGz0 https://t.co/Fm4FcDWKnJ",Harian_Jogja
Sun Sep 03 14:15:04 +0000 2023,1698338826916401548,"@vanc1Bozz @YLKI_ID Kalau yg divideo itu sih karna penggunaan, karna motornya sebelum rangka esaf yg saat ini lagi rame. Merk"" lain juga ada yg sampe begitu, cuman honda kelihatan banyak yg begitu ya karna sekitar 80% motor yg laku di indo dari merk honda""",_Cheesetea_
Sun Sep 03 13:49:41 +0000 2023,1698332436634239414,@f1speed_indo mobil redbull pake mesih honda + rangka eSaf makanya kenceng wkwk,endraputraa_
Sun Sep 03 13:38:08 +0000 2023,1698329530229051744,"@MazZhoe @vanc1Bozz @YLKI_ID @Honda, why this can happen and the solution is to offer to buy a new esaf???",70a34a20214241f
Sun Sep 03 13:29:56 +0000 2023,1698327469101818135,"@HarryMagurame Mungkin Honda lagi pusing mikirin rangka eSAF, Bang  🏃🏽‍♂️✌😎",DamaiKopiku
Sun Sep 03 13:04:03 +0000 2023,1698320952835322228,"Penyelidikan Rangka eSAF Honda Patah, Pengamat: Jangan Ada yang Ditutupi! https://t.co/5yJ7SLWlNW",Bisniscom
Sun Sep 03 12:06:31 +0000 2023,1698306476929057213,"Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/AURDlDm7Nj",uekisekai
Sun Sep 03 12:04:25 +0000 2023,1698305948237115394,Honda GIORNO+ 125 Hadir Tanpa Gunakan Rangka eSAF yang Viral Itu? Berikut Ulasannya! https://t.co/yhhC86rZ17,salamah213
Sun Sep 03 11:56:17 +0000 2023,1698303899248304240,"@ridwanhr Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Hasilnya...https://t.co/mQQPp89spj",habsyi21
Sun Sep 03 11:20:05 +0000 2023,1698294792495702140,"Membongkar dan Menguji Rangka Honda eSAF dengan Simulasi Fisika, Ini Has... https://t.co/YTAr0nP2V0 via @YouTube",mhaqiw
Sun Sep 03 11:14:59 +0000 2023,1698293507126174182,"@BendratPawiro @Pai_C1 Banyak kok video nya yang beat sebelum esaf termasuk vario pada patah, jadi bukan cuma esaf dasar honda nya aja yg bapuk",roykimochiiiii
Sun Sep 03 10:47:16 +0000 2023,1698286530765496445,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/Gl9qSqEb1n via @ChangeOrg_ID,abunsamsul
Sun Sep 03 10:25:48 +0000 2023,1698281131068780942,"Soal rangka Enhanced Smart Architecture Frame (eSAF) motor Honda yang disebut mudah keropos dan patah, Direktur Marketing PT Astra Honda Motor (AHM), Octavianus Dwi Putro mengatakan, saat ini sedang didalami oleh pihaknya.  Seperti diketahui, rangka eSAF itu dipakai oleh model… https://t.co/0fxqj4J5d8",AboutTNG
Sun Sep 03 10:00:03 +0000 2023,1698274650915324175,"Nggak Nyangka! Selain Rangka Esaf Ternyata Ini 2 Keluhan Honda Vario 160, Jadi Perbincangan di Medsos https://t.co/31QG3sNQcp  @hondaisme  @Honda  @otomotifweekly  @yamahaindonesia",ImronRasyidi8
Sun Sep 03 09:21:28 +0000 2023,1698264941676163268,lelah jadi budak $tip @tipcoineth   Demokrat Cawapres Ziva #PSSday PBNU #PersebayaDay malming  PARK JISUNG THANK YOU Suporter liga inggris Happy Graduation Manchester United #UsutTuntasBumiFestMakasar  Murah Kanjuruhan Honda Beat Esaf https://t.co/RH6fOoJkhB,StopWars01
Sun Sep 03 09:17:33 +0000 2023,1698263953477111904,"10 Potret Motor Honda Pakai Rangka eSAF Patah, Seperti ada Fitur Lipatnya?: Baru-baru ini dunia roda dua tanah air dihebohkan oleh rangka motor matic Honda yang mengalami patah rangka dan keropos. Diduga kuat jenis-jenis motor yang mengalaminya sudah… https://t.co/M5WpvA2cpm https://t.co/dyCcVnpdn0",otosia
Sun Sep 03 08:31:28 +0000 2023,1698252357694533732,Akhirnya Astra Honda Buka Layanan Cek Rangka eSAF di AHASS https://t.co/CO8RVCDi2n https://t.co/1FVBPdlBin,KelanaSimpony
Sun Sep 03 08:15:52 +0000 2023,1698248430060249282,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/4wYZH0n0Xc lewat @ChangeOrg_ID,donat78910
Sun Sep 03 07:07:26 +0000 2023,1698231207027507438,Tang..tang..tang..!! Tang kosong emang nyaring bunyinya. 🥴 #esaf #honda #yamaha #suzuki https://t.co/nR0JMgIxF5,chillinaris_inc
Sun Sep 03 06:10:42 +0000 2023,1698216930677846413,"Yaudah kalok gitu rangka esaf bagian footstep yang rentan patah itu kita tambahin platnya!"" Masalahnya, rata² motor honda yang rangkanya esaf itu dibagian footstep ada akinya, misal dibagian itu ditebelin platnya otomatis dudukan akinya gak muat!! Mau taruh mana, jok??""",emyr_za
Sun Sep 03 06:04:18 +0000 2023,1698215320551596494,eSAF frame on a motorcycle from Honda be like: https://t.co/CHGITGA4OX,DS64____
Sun Sep 03 04:15:06 +0000 2023,1698187841870930344,"@AstraHondaCare Siapa yg setuju klo PIHAK AHM harus mengganti total secara GRATIS dan harus bertanggung jawab atas masalah rangka esaf yg sedang ramai, karena ini menyangkut kepuasan dan keselamatan konsumen..mohon di bantu pak biar kmi pengguna honda tdk resah @kemenhub151  @IND0_Update",ibnufarhan74
Sun Sep 03 02:11:04 +0000 2023,1698156626623287777,"Ramai Scoopy Pakai Rangka eSAF, Ini Bedanya dengan Milik Kompetitor: Belakangan ini masih ramai dibicarakan mengenai rangka eSAF. Salah satu model yang menggunakannya adalah Honda Scoopy. Intip perbedaannya dengan rangka merek lain. https://t.co/yXU5iuKWjz https://t.co/mTIGgg2EZz",otosia
Sun Sep 03 01:06:05 +0000 2023,1698140271450677339,Masalah Rangka eSAF Honda Tak Pengaruhi Penjualan Yamaha #TempoOtomotif https://t.co/3BPs2sg5Go,tempodotco
Sun Sep 03 00:47:50 +0000 2023,1698135679732220166,RECALL SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA https://t.co/gydLNSwusI lewat @ChangeOrg_ID,Andi_Muliadi
Sat Sep 02 23:28:17 +0000 2023,1698115659237044554,"@JakOnline @Persija_Jkt Bubarin aja sih the jak, gausah dukung persija lagi Percuma club kalah supporter pada berantem Udah jatoh ketiban rangka esaf nya honda Sekarang mau ngapain lagi? Apaan yang mau di tonton? Berantem? Nyawa lagi, udah lah bubarin aja biar supporter pada mikir",Cikiber1908
Sat Sep 02 16:00:39 +0000 2023,1698003010239242342,"Usai Gelar Rapat Klarifikasi, AHM Buka Layanan Pengecekan Rangka eSAF Motor Honda https://t.co/MoWOWQxEQA",tvOneNews
