created_at,full_text,username,case_folding,cleaning,tokenizing,normalisasi_kata,stopward,kalimat,stemming,text_preprocessed,polarity_score,polarity
Sun Sep 10 05:01:37 +0000 2023,Kasus Rangka eSAF Honda Pemerintah Harus Tegas Ambil Keputusan https://t.co/jkvKJrZRzp Makanya setelah kasus ini ramai saya jarang makai Honda BeAT saya dan lebih sering pake Yamaha Mio lama saya yang terbukti lebih aman. ujarnya.,PersahabatanR1,kasus rangka esaf honda pemerintah harus tegas ambil keputusan https://t.co/jkvkjrzrzp makanya setelah kasus ini ramai saya jarang makai honda beat saya dan lebih sering pake yamaha mio lama saya yang terbukti lebih aman. ujarnya.,kasus rangka esaf honda pemerintah harus tegas ambil keputusan  makanya setelah kasus ini ramai saya jarang makai honda beat saya dan lebih sering pake yamaha mio lama saya yang terbukti lebih aman  ujarnya,"['kasus', 'rangka', 'esaf', 'honda', 'pemerintah', 'harus', 'tegas', 'ambil', 'keputusan', 'makanya', 'setelah', 'kasus', 'ini', 'ramai', 'saya', 'jarang', 'makai', 'honda', 'beat', 'saya', 'dan', 'lebih', 'sering', 'pake', 'yamaha', 'mio', 'lama', 'saya', 'yang', 'terbukti', 'lebih', 'aman', 'ujarnya']","['kasus', 'rangka', 'esaf', 'honda', 'pemerintah', 'harus', 'tegas', 'ambil', 'keputusan', 'makanya', 'setelah', 'kasus', 'ini', 'ramai', 'saya', 'jarang', 'makai', 'honda', 'beat', 'saya', 'dan', 'lebih', 'sering', 'pakai', 'yamaha', 'mio', 'lama', 'saya', 'yang', 'terbukti', 'lebih', 'aman', 'ujarnya']","['rangka', 'esaf', 'honda', 'pemerintah', 'ambil', 'keputusan', 'ramai', 'jarang', 'makai', 'honda', 'beat', 'pakai', 'yamaha', 'mio', 'terbukti', 'aman']",rangka esaf honda pemerintah ambil keputusan ramai jarang makai honda beat pakai yamaha mio terbukti aman,rangka esaf honda perintah ambil putus ramai jarang maka honda beat pakai yamaha mio bukti aman,"['rangka', 'esaf', 'honda', 'perintah', 'ambil', 'putus', 'ramai', 'jarang', 'maka', 'honda', 'beat', 'pakai', 'yamaha', 'mio', 'bukti', 'aman']",-12,negative
Mon Sep 04 17:42:40 +0000 2023,Fakta Silikat Biang Kerok Rangka eSAF Honda Keropos Menurut Analisis Perancang Breket Jet di Salatiga https://t.co/jwQyb9utLg Download aplikasi https://t.co/KRqKFj9bBA untuk akses berita lebih mudah dan cepat: Android: https://t.co/wp3u4bK7yT,Saepul37884466,fakta silikat biang kerok rangka esaf honda keropos menurut analisis perancang breket jet di salatiga https://t.co/jwqyb9utlg download aplikasi https://t.co/krqkfj9bba untuk akses berita lebih mudah dan cepat: android: https://t.co/wp3u4bk7yt,fakta silikat biang kerok rangka esaf honda keropos menurut analisis perancang breket jet di salatiga  download aplikasi  untuk akses berita lebih mudah dan cepat  android,"['fakta', 'silikat', 'biang', 'kerok', 'rangka', 'esaf', 'honda', 'keropos', 'menurut', 'analisis', 'perancang', 'breket', 'jet', 'di', 'salatiga', 'download', 'aplikasi', 'untuk', 'akses', 'berita', 'lebih', 'mudah', 'dan', 'cepat', 'android']","['fakta', 'silikat', 'biang', 'kerok', 'rangka', 'esaf', 'honda', 'keropos', 'menurut', 'analisis', 'perancang', 'breket', 'jet', 'di', 'salatiga', 'download', 'aplikasi', 'untuk', 'akses', 'berita', 'lebih', 'mudah', 'dan', 'cepat', 'android']","['fakta', 'silikat', 'biang', 'kerok', 'rangka', 'esaf', 'honda', 'keropos', 'analisis', 'perancang', 'breket', 'jet', 'salatiga', 'download', 'aplikasi', 'akses', 'berita', 'mudah', 'cepat', 'android']",fakta silikat biang kerok rangka esaf honda keropos analisis perancang breket jet salatiga download aplikasi akses berita mudah cepat android,fakta silikat biang kerok rangka esaf honda keropos analisis ancang breket jet salatiga download aplikasi akses berita mudah cepat android,"['fakta', 'silikat', 'biang', 'kerok', 'rangka', 'esaf', 'honda', 'keropos', 'analisis', 'ancang', 'breket', 'jet', 'salatiga', 'download', 'aplikasi', 'akses', 'berita', 'mudah', 'cepat', 'android']",-8,negative
Sat Apr 20 09:01:00 +0000 2024,Di Brebes Honda BeAT Rangka eSAF Rem Belakang Macet Padahal Baru Dua Hari Keluar dari Dealer https://t.co/h9lsjI3oFA,motorplusweekly,di brebes honda beat rangka esaf rem belakang macet padahal baru dua hari keluar dari dealer https://t.co/h9lsji3ofa,di brebes honda beat rangka esaf rem belakang macet padahal baru dua hari keluar dari dealer,"['di', 'brebes', 'honda', 'beat', 'rangka', 'esaf', 'rem', 'belakang', 'macet', 'padahal', 'baru', 'dua', 'hari', 'keluar', 'dari', 'dealer']","['di', 'brebes', 'honda', 'beat', 'rangka', 'esaf', 'rem', 'belakang', 'macet', 'padahal', 'baru', 'dua', 'hari', 'keluar', 'dari', 'dealer']","['brebes', 'honda', 'beat', 'rangka', 'esaf', 'rem', 'macet', 'dealer']",brebes honda beat rangka esaf rem macet dealer,brebes honda beat rangka esaf rem macet dealer,"['brebes', 'honda', 'beat', 'rangka', 'esaf', 'rem', 'macet', 'dealer']",-5,negative
Mon Jan 01 03:14:43 +0000 2024,Hasil Pemeriksaan KNKT-Kemenhub soal Rangka eSAF Honda https://t.co/9cZdUAzcfd,detikoto,hasil pemeriksaan knkt-kemenhub soal rangka esaf honda https://t.co/9czduazcfd,hasil pemeriksaan knkt kemenhub soal rangka esaf honda,"['hasil', 'pemeriksaan', 'knkt', 'kemenhub', 'soal', 'rangka', 'esaf', 'honda']","['hasil', 'pemeriksaan', 'knkt', 'kemenhub', 'soal', 'rangka', 'esaf', 'honda']","['hasil', 'pemeriksaan', 'knkt', 'kemenhub', 'rangka', 'esaf', 'honda']",hasil pemeriksaan knkt kemenhub rangka esaf honda,hasil periksa knkt kemenhub rangka esaf honda,"['hasil', 'periksa', 'knkt', 'kemenhub', 'rangka', 'esaf', 'honda']",-2,negative
Fri Sep 22 10:50:28 +0000 2023,Bukan Rangka eSAF Skuter Listrik Honda ini Beneran Bisa Dilipat #uzoneID #mobil #motor https://t.co/cR5UR5cdVT,uzoneindonesia,bukan rangka esaf skuter listrik honda ini beneran bisa dilipat #uzoneid #mobil #motor https://t.co/cr5ur5cdvt,bukan rangka esaf skuter listrik honda ini beneran bisa dilipat,"['bukan', 'rangka', 'esaf', 'skuter', 'listrik', 'honda', 'ini', 'beneran', 'bisa', 'dilipat']","['bukan', 'rangka', 'esaf', 'skuter', 'listrik', 'honda', 'ini', 'beneran', 'bisa', 'dilipat']","['rangka', 'esaf', 'skuter', 'listrik', 'honda', 'beneran', 'dilipat']",rangka esaf skuter listrik honda beneran dilipat,rangka esaf skuter listrik honda beneran lipat,"['rangka', 'esaf', 'skuter', 'listrik', 'honda', 'beneran', 'lipat']",3,positive
Fri Mar 22 07:31:00 +0000 2024,Analisa Ahli Karat Lulusan Prancis Soal Lubang Pembuangan Air Rangka eSAF Honda Stylo 160 yang Diperbesar https://t.co/RvrAnZ8udt,motorplusweekly,analisa ahli karat lulusan prancis soal lubang pembuangan air rangka esaf honda stylo 160 yang diperbesar https://t.co/rvranz8udt,analisa ahli karat lulusan prancis soal lubang pembuangan air rangka esaf honda stylo  yang diperbesar,"['analisa', 'ahli', 'karat', 'lulusan', 'prancis', 'soal', 'lubang', 'pembuangan', 'air', 'rangka', 'esaf', 'honda', 'stylo', 'yang', 'diperbesar']","['analisa', 'ahli', 'karat', 'lulusan', 'prancis', 'soal', 'lubang', 'pembuangan', 'air', 'rangka', 'esaf', 'honda', 'stylo', 'yang', 'diperbesar']","['analisa', 'ahli', 'karat', 'lulusan', 'prancis', 'lubang', 'pembuangan', 'air', 'rangka', 'esaf', 'honda', 'stylo', 'diperbesar']",analisa ahli karat lulusan prancis lubang pembuangan air rangka esaf honda stylo diperbesar,analisa ahli karat lulus prancis lubang buang air rangka esaf honda stylo besar,"['analisa', 'ahli', 'karat', 'lulus', 'prancis', 'lubang', 'buang', 'air', 'rangka', 'esaf', 'honda', 'stylo', 'besar']",0,negative
Thu Aug 24 10:18:19 +0000 2023,BRIN Buka Suara Soal Rangka eSAF Honda Bercak Kuning https://t.co/l65jNusQdC,CNNIndonesia,brin buka suara soal rangka esaf honda bercak kuning https://t.co/l65jnusqdc,brin buka suara soal rangka esaf honda bercak kuning,"['brin', 'buka', 'suara', 'soal', 'rangka', 'esaf', 'honda', 'bercak', 'kuning']","['brin', 'buka', 'suara', 'soal', 'rangka', 'esaf', 'honda', 'bercak', 'kuning']","['brin', 'buka', 'suara', 'rangka', 'esaf', 'honda', 'bercak', 'kuning']",brin buka suara rangka esaf honda bercak kuning,brin buka suara rangka esaf honda bercak kuning,"['brin', 'buka', 'suara', 'rangka', 'esaf', 'honda', 'bercak', 'kuning']",-8,negative
Sun Sep 03 14:20:47 +0000 2023,Ini rangka eSAF Honda dari produksi 2019 kan ya? Duh motor saya juga dong keluaran 2020 soalnya ,rrn_twit,ini rangka esaf honda dari produksi 2019 kan ya? duh motor saya juga dong keluaran 2020 soalnya ,ini rangka esaf honda dari produksi  kan ya  duh motor saya juga dong keluaran  soalnya,"['ini', 'rangka', 'esaf', 'honda', 'dari', 'produksi', 'kan', 'ya', 'duh', 'motor', 'saya', 'juga', 'dong', 'keluaran', 'soalnya']","['ini', 'rangka', 'esaf', 'honda', 'dari', 'produksi', 'kan', 'iya', 'aduh', 'motor', 'saya', 'juga', 'dong', 'keluaran', 'soalnya']","['rangka', 'esaf', 'honda', 'produksi', 'iya', 'aduh', 'motor', 'keluaran']",rangka esaf honda produksi iya aduh motor keluaran,rangka esaf honda produksi iya aduh motor keluar,"['rangka', 'esaf', 'honda', 'produksi', 'iya', 'aduh', 'motor', 'keluar']",-5,negative
Sat Sep 09 05:31:18 +0000 2023,INFOGRAFIS: Tahapan Pengecekan Rangka eSAF di Dealer Honda https://t.co/7x4eKrP1E5,CNNIndonesia,infografis: tahapan pengecekan rangka esaf di dealer honda https://t.co/7x4ekrp1e5,infografis  tahapan pengecekan rangka esaf di dealer honda,"['infografis', 'tahapan', 'pengecekan', 'rangka', 'esaf', 'di', 'dealer', 'honda']","['infografis', 'tahapan', 'pengecekan', 'rangka', 'esaf', 'di', 'dealer', 'honda']","['infografis', 'tahapan', 'pengecekan', 'rangka', 'esaf', 'dealer', 'honda']",infografis tahapan pengecekan rangka esaf dealer honda,infografis tahap kece rangka esaf dealer honda,"['infografis', 'tahap', 'kece', 'rangka', 'esaf', 'dealer', 'honda']",2,positive
Sat Aug 26 05:16:43 +0000 2023,INFOGRAFIS: Bercak Kuning di Rangka eSAF Honda Karat atau Silikat? https://t.co/BU7X8XJosv,CNNIndonesia,infografis: bercak kuning di rangka esaf honda karat atau silikat? https://t.co/bu7x8xjosv,infografis  bercak kuning di rangka esaf honda karat atau silikat,"['infografis', 'bercak', 'kuning', 'di', 'rangka', 'esaf', 'honda', 'karat', 'atau', 'silikat']","['infografis', 'bercak', 'kuning', 'di', 'rangka', 'esaf', 'honda', 'karat', 'atau', 'silikat']","['infografis', 'bercak', 'kuning', 'rangka', 'esaf', 'honda', 'karat', 'silikat']",infografis bercak kuning rangka esaf honda karat silikat,infografis bercak kuning rangka esaf honda karat silikat,"['infografis', 'bercak', 'kuning', 'rangka', 'esaf', 'honda', 'karat', 'silikat']",-9,negative
Mon Oct 30 11:27:05 +0000 2023,Redam Keraguan Rangka eSAF dan Motor Listrik Honda Garansi 5 Tahun https://t.co/YhTlSYeF9Z,CNNIndonesia,redam keraguan rangka esaf dan motor listrik honda garansi 5 tahun https://t.co/yhtlsyef9z,redam keraguan rangka esaf dan motor listrik honda garansi  tahun,"['redam', 'keraguan', 'rangka', 'esaf', 'dan', 'motor', 'listrik', 'honda', 'garansi', 'tahun']","['redam', 'keraguan', 'rangka', 'esaf', 'dan', 'motor', 'listrik', 'honda', 'garansi', 'tahun']","['redam', 'keraguan', 'rangka', 'esaf', 'motor', 'listrik', 'honda', 'garansi']",redam keraguan rangka esaf motor listrik honda garansi,redam ragu rangka esaf motor listrik honda garansi,"['redam', 'ragu', 'rangka', 'esaf', 'motor', 'listrik', 'honda', 'garansi']",-7,negative
Fri Sep 15 13:26:59 +0000 2023,Hasil temuan KNKT dan Kemenhub soal rangka eSAF Honda yang viral mudah patah #Honda #ahm #rangkaeSAF https://t.co/kMacgv2feV,gwhaybro,hasil temuan knkt dan kemenhub soal rangka esaf honda yang viral mudah patah #honda #ahm #rangkaesaf https://t.co/kmacgv2fev,hasil temuan knkt dan kemenhub soal rangka esaf honda yang viral mudah patah,"['hasil', 'temuan', 'knkt', 'dan', 'kemenhub', 'soal', 'rangka', 'esaf', 'honda', 'yang', 'viral', 'mudah', 'patah']","['hasil', 'temuan', 'knkt', 'dan', 'kemenhub', 'soal', 'rangka', 'esaf', 'honda', 'yang', 'viral', 'mudah', 'patah']","['hasil', 'temuan', 'knkt', 'kemenhub', 'rangka', 'esaf', 'honda', 'viral', 'mudah', 'patah']",hasil temuan knkt kemenhub rangka esaf honda viral mudah patah,hasil temu knkt kemenhub rangka esaf honda viral mudah patah,"['hasil', 'temu', 'knkt', 'kemenhub', 'rangka', 'esaf', 'honda', 'viral', 'mudah', 'patah']",4,positive
Fri Aug 25 11:55:22 +0000 2023,Kemenhub Respons Desakan Recall Skutik eSAF Honda Karat dan Patah https://t.co/VuhUQqmOLW,CNNIndonesia,kemenhub respons desakan recall skutik esaf honda karat dan patah https://t.co/vuhuqqmolw,kemenhub respons desakan recall skutik esaf honda karat dan patah,"['kemenhub', 'respons', 'desakan', 'recall', 'skutik', 'esaf', 'honda', 'karat', 'dan', 'patah']","['kemenhub', 'respons', 'desakan', 'recall', 'skutik', 'esaf', 'honda', 'karat', 'dan', 'patah']","['kemenhub', 'respons', 'desakan', 'recall', 'skutik', 'esaf', 'honda', 'karat', 'patah']",kemenhub respons desakan recall skutik esaf honda karat patah,kemenhub respons desa recall skutik esaf honda karat patah,"['kemenhub', 'respons', 'desa', 'recall', 'skutik', 'esaf', 'honda', 'karat', 'patah']",-1,negative
Tue Aug 29 03:52:55 +0000 2023,Honda Buka Layanan Pengaduan Rangka eSAF https://t.co/Ht51jpOFTD,CNNIndonesia,honda buka layanan pengaduan rangka esaf https://t.co/ht51jpoftd,honda buka layanan pengaduan rangka esaf,"['honda', 'buka', 'layanan', 'pengaduan', 'rangka', 'esaf']","['honda', 'buka', 'layanan', 'pengaduan', 'rangka', 'esaf']","['honda', 'buka', 'layanan', 'pengaduan', 'rangka', 'esaf']",honda buka layanan pengaduan rangka esaf,honda buka layan adu rangka esaf,"['honda', 'buka', 'layan', 'adu', 'rangka', 'esaf']",-3,negative
Mon Apr 08 10:31:00 +0000 2024,Temuan Mekanik Asal Sragen Muncul Karat di Rangka eSAF Honda BeAT Street Padahal Baru 6 Bulan https://t.co/gwSNfFbM4x,motorplusweekly,temuan mekanik asal sragen muncul karat di rangka esaf honda beat street padahal baru 6 bulan https://t.co/gwsnffbm4x,temuan mekanik asal sragen muncul karat di rangka esaf honda beat street padahal baru  bulan,"['temuan', 'mekanik', 'asal', 'sragen', 'muncul', 'karat', 'di', 'rangka', 'esaf', 'honda', 'beat', 'street', 'padahal', 'baru', 'bulan']","['temuan', 'mekanik', 'asal', 'sragen', 'muncul', 'karat', 'di', 'rangka', 'esaf', 'honda', 'beat', 'street', 'padahal', 'baru', 'bulan']","['temuan', 'mekanik', 'sragen', 'muncul', 'karat', 'rangka', 'esaf', 'honda', 'beat', 'street']",temuan mekanik sragen muncul karat rangka esaf honda beat street,temu mekanik sragen muncul karat rangka esaf honda beat street,"['temu', 'mekanik', 'sragen', 'muncul', 'karat', 'rangka', 'esaf', 'honda', 'beat', 'street']",0,negative
Thu Feb 22 05:07:51 +0000 2024,Ini Rangka eSAF Honda Stylo 160 Beneran Lebih Bagus dari Vario 160? https://t.co/LYyKlRFTYu,motorplusweekly,ini rangka esaf honda stylo 160 beneran lebih bagus dari vario 160? https://t.co/lyyklrftyu,ini rangka esaf honda stylo  beneran lebih bagus dari vario,"['ini', 'rangka', 'esaf', 'honda', 'stylo', 'beneran', 'lebih', 'bagus', 'dari', 'vario']","['ini', 'rangka', 'esaf', 'honda', 'stylo', 'beneran', 'lebih', 'bagus', 'dari', 'vario']","['rangka', 'esaf', 'honda', 'stylo', 'beneran', 'bagus', 'vario']",rangka esaf honda stylo beneran bagus vario,rangka esaf honda stylo beneran bagus vario,"['rangka', 'esaf', 'honda', 'stylo', 'beneran', 'bagus', 'vario']",1,positive
Wed Mar 13 08:00:39 +0000 2024,Ketahuan Rangka eSAF Honda Stylo 160 Dalamnya Dicat Ahli Jelaskan Efeknya https://t.co/3aZQ3wotcL,MSNindonesia,ketahuan rangka esaf honda stylo 160 dalamnya dicat ahli jelaskan efeknya https://t.co/3azq3wotcl,ketahuan rangka esaf honda stylo  dalamnya dicat ahli jelaskan efeknya,"['ketahuan', 'rangka', 'esaf', 'honda', 'stylo', 'dalamnya', 'dicat', 'ahli', 'jelaskan', 'efeknya']","['ketahuan', 'rangka', 'esaf', 'honda', 'stylo', 'dalamnya', 'dicat', 'ahli', 'jelaskan', 'efeknya']","['ketahuan', 'rangka', 'esaf', 'honda', 'stylo', 'dalamnya', 'dicat', 'ahli', 'efeknya']",ketahuan rangka esaf honda stylo dalamnya dicat ahli efeknya,tahu rangka esaf honda stylo dalam cat ahli efek,"['tahu', 'rangka', 'esaf', 'honda', 'stylo', 'dalam', 'cat', 'ahli', 'efek']",6,positive
Wed Mar 13 06:31:00 +0000 2024,Ketahuan Rangka eSAF Honda Stylo 160 Dalamnya Dicat Ahli Jelaskan Efeknya https://t.co/6cmlUO6CjZ,motorplusweekly,ketahuan rangka esaf honda stylo 160 dalamnya dicat ahli jelaskan efeknya https://t.co/6cmluo6cjz,ketahuan rangka esaf honda stylo  dalamnya dicat ahli jelaskan efeknya,"['ketahuan', 'rangka', 'esaf', 'honda', 'stylo', 'dalamnya', 'dicat', 'ahli', 'jelaskan', 'efeknya']","['ketahuan', 'rangka', 'esaf', 'honda', 'stylo', 'dalamnya', 'dicat', 'ahli', 'jelaskan', 'efeknya']","['ketahuan', 'rangka', 'esaf', 'honda', 'stylo', 'dalamnya', 'dicat', 'ahli', 'efeknya']",ketahuan rangka esaf honda stylo dalamnya dicat ahli efeknya,tahu rangka esaf honda stylo dalam cat ahli efek,"['tahu', 'rangka', 'esaf', 'honda', 'stylo', 'dalam', 'cat', 'ahli', 'efek']",6,positive
Fri Feb 02 05:43:35 +0000 2024,Honda Stylo 160 Pakai Rangka eSAF AHM Beri Garansi 5 Tahun! https://t.co/vLXEMogIrS,Bisniscom,honda stylo 160 pakai rangka esaf ahm beri garansi 5 tahun! https://t.co/vlxemogirs,honda stylo  pakai rangka esaf ahm beri garansi  tahun,"['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'ahm', 'beri', 'garansi', 'tahun']","['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'ahm', 'beri', 'garansi', 'tahun']","['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'ahm', 'garansi']",honda stylo pakai rangka esaf ahm garansi,honda stylo pakai rangka esaf ahm garansi,"['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'ahm', 'garansi']",0,negative
Fri Feb 02 11:34:06 +0000 2024,Ini yang Bikin AHM Pede Pakai Rangka eSAF di Honda Stylo 160 https://t.co/zdK9cPFRCb,100kpjcom,ini yang bikin ahm pede pakai rangka esaf di honda stylo 160 https://t.co/zdk9cpfrcb,ini yang bikin ahm pede pakai rangka esaf di honda stylo,"['ini', 'yang', 'bikin', 'ahm', 'pede', 'pakai', 'rangka', 'esaf', 'di', 'honda', 'stylo']","['ini', 'yang', 'bikin', 'ahm', 'percaya diri', 'pakai', 'rangka', 'esaf', 'di', 'honda', 'stylo']","['bikin', 'ahm', 'percaya diri', 'pakai', 'rangka', 'esaf', 'honda', 'stylo']",bikin ahm percaya diri pakai rangka esaf honda stylo,bikin ahm percaya diri pakai rangka esaf honda stylo,"['bikin', 'ahm', 'percaya', 'diri', 'pakai', 'rangka', 'esaf', 'honda', 'stylo']",1,positive
Fri Mar 15 07:44:05 +0000 2024,Jangan Khawatir Meski Gunakan Rangka eSAF Honda Stylo 160 Beri Garansi 5 Tahun https://t.co/4qMcfbB54n,Riau24Com,jangan khawatir meski gunakan rangka esaf honda stylo 160 beri garansi 5 tahun https://t.co/4qmcfbb54n,jangan khawatir meski gunakan rangka esaf honda stylo  beri garansi  tahun,"['jangan', 'khawatir', 'meski', 'gunakan', 'rangka', 'esaf', 'honda', 'stylo', 'beri', 'garansi', 'tahun']","['jangan', 'khawatir', 'meski', 'gunakan', 'rangka', 'esaf', 'honda', 'stylo', 'beri', 'garansi', 'tahun']","['khawatir', 'rangka', 'esaf', 'honda', 'stylo', 'garansi']",khawatir rangka esaf honda stylo garansi,khawatir rangka esaf honda stylo garansi,"['khawatir', 'rangka', 'esaf', 'honda', 'stylo', 'garansi']",-4,negative
Sun Oct 01 16:21:38 +0000 2023,Imbas Isu Rangka eSAF Honda di Media Sosial Yamaha juga Kena Getahnya! Saatnya Beralih Ke Motor Listrik? #rangkaeSAF|#Honda|#Yamaha|#Motorlistrik|#TrendingNow https://t.co/wL3erXJvre,metro_selebes,imbas isu rangka esaf honda di media sosial yamaha juga kena getahnya! saatnya beralih ke motor listrik? #rangkaesaf|#honda|#yamaha|#motorlistrik|#trendingnow https://t.co/wl3erxjvre,imbas isu rangka esaf honda di media sosial yamaha juga kena getahnya  saatnya beralih ke motor listrik,"['imbas', 'isu', 'rangka', 'esaf', 'honda', 'di', 'media', 'sosial', 'yamaha', 'juga', 'kena', 'getahnya', 'saatnya', 'beralih', 'ke', 'motor', 'listrik']","['imbas', 'isu', 'rangka', 'esaf', 'honda', 'di', 'media', 'sosial', 'yamaha', 'juga', 'kena', 'getahnya', 'saatnya', 'beralih', 'ke', 'motor', 'listrik']","['imbas', 'isu', 'rangka', 'esaf', 'honda', 'media', 'sosial', 'yamaha', 'kena', 'getahnya', 'beralih', 'motor', 'listrik']",imbas isu rangka esaf honda media sosial yamaha kena getahnya beralih motor listrik,imbas isu rangka esaf honda media sosial yamaha kena getah alih motor listrik,"['imbas', 'isu', 'rangka', 'esaf', 'honda', 'media', 'sosial', 'yamaha', 'kena', 'getah', 'alih', 'motor', 'listrik']",-4,negative
Fri Mar 22 06:31:00 +0000 2024,Tebal Plat Rangka eSAF Honda Stylo Bertambah dari Versi Lama Bikin Rangka Lebih Kuat? https://t.co/33PCOH48j3,motorplusweekly,tebal plat rangka esaf honda stylo bertambah dari versi lama bikin rangka lebih kuat? https://t.co/33pcoh48j3,tebal plat rangka esaf honda stylo bertambah dari versi lama bikin rangka lebih kuat,"['tebal', 'plat', 'rangka', 'esaf', 'honda', 'stylo', 'bertambah', 'dari', 'versi', 'lama', 'bikin', 'rangka', 'lebih', 'kuat']","['tebal', 'plat', 'rangka', 'esaf', 'honda', 'stylo', 'bertambah', 'dari', 'versi', 'lama', 'bikin', 'rangka', 'lebih', 'kuat']","['tebal', 'plat', 'rangka', 'esaf', 'honda', 'stylo', 'bertambah', 'versi', 'bikin', 'rangka', 'kuat']",tebal plat rangka esaf honda stylo bertambah versi bikin rangka kuat,tebal plat rangka esaf honda stylo tambah versi bikin rangka kuat,"['tebal', 'plat', 'rangka', 'esaf', 'honda', 'stylo', 'tambah', 'versi', 'bikin', 'rangka', 'kuat']",2,positive
Sun Jan 07 08:48:52 +0000 2024,Yamaha ketika rangka esaf honda jadi kritikan,rafaelrulianto,yamaha ketika rangka esaf honda jadi kritikan,yamaha ketika rangka esaf honda jadi kritikan,"['yamaha', 'ketika', 'rangka', 'esaf', 'honda', 'jadi', 'kritikan']","['yamaha', 'ketika', 'rangka', 'esaf', 'honda', 'jadi', 'kritikan']","['yamaha', 'rangka', 'esaf', 'honda', 'kritikan']",yamaha rangka esaf honda kritikan,yamaha rangka esaf honda kritik,"['yamaha', 'rangka', 'esaf', 'honda', 'kritik']",-5,negative
Fri Feb 02 07:50:34 +0000 2024,Alasan Motor Baru Honda Stylo 160 Gunakan Rangka eSAF https://t.co/J0wER0ofFS #TempoOtomotif,tempodotco,alasan motor baru honda stylo 160 gunakan rangka esaf https://t.co/j0wer0offs #tempootomotif,alasan motor baru honda stylo  gunakan rangka esaf,"['alasan', 'motor', 'baru', 'honda', 'stylo', 'gunakan', 'rangka', 'esaf']","['alasan', 'motor', 'baru', 'honda', 'stylo', 'gunakan', 'rangka', 'esaf']","['alasan', 'motor', 'honda', 'stylo', 'rangka', 'esaf']",alasan motor honda stylo rangka esaf,alas motor honda stylo rangka esaf,"['alas', 'motor', 'honda', 'stylo', 'rangka', 'esaf']",0,negative
Thu Feb 22 04:00:32 +0000 2024,Penampakan Rangka eSAF Honda Stylo Umur 3 Hari Ternyata Banyak Silikat Usai Dibongkar https://t.co/k5iNptRRaq,MSNindonesia,penampakan rangka esaf honda stylo umur 3 hari ternyata banyak silikat usai dibongkar https://t.co/k5inptrraq,penampakan rangka esaf honda stylo umur  hari ternyata banyak silikat usai dibongkar,"['penampakan', 'rangka', 'esaf', 'honda', 'stylo', 'umur', 'hari', 'ternyata', 'banyak', 'silikat', 'usai', 'dibongkar']","['penampakan', 'rangka', 'esaf', 'honda', 'stylo', 'umur', 'hari', 'ternyata', 'banyak', 'silikat', 'usai', 'dibongkar']","['penampakan', 'rangka', 'esaf', 'honda', 'stylo', 'umur', 'silikat', 'dibongkar']",penampakan rangka esaf honda stylo umur silikat dibongkar,tampak rangka esaf honda stylo umur silikat bongkar,"['tampak', 'rangka', 'esaf', 'honda', 'stylo', 'umur', 'silikat', 'bongkar']",-3,negative
Tue Mar 12 07:09:18 +0000 2024,Penjelasan Spesliasis Jika Ada Silikat Di Rangka eSAF Honda Stylo 160 Harus Ditangani Seperti Ini https://t.co/KCwTj1iWMe,motorplusweekly,penjelasan spesliasis jika ada silikat di rangka esaf honda stylo 160 harus ditangani seperti ini https://t.co/kcwtj1iwme,penjelasan spesliasis jika ada silikat di rangka esaf honda stylo  harus ditangani seperti ini,"['penjelasan', 'spesliasis', 'jika', 'ada', 'silikat', 'di', 'rangka', 'esaf', 'honda', 'stylo', 'harus', 'ditangani', 'seperti', 'ini']","['penjelasan', 'spesliasis', 'jika', 'ada', 'silikat', 'di', 'rangka', 'esaf', 'honda', 'stylo', 'harus', 'ditangani', 'seperti', 'ini']","['penjelasan', 'spesliasis', 'silikat', 'rangka', 'esaf', 'honda', 'stylo', 'ditangani']",penjelasan spesliasis silikat rangka esaf honda stylo ditangani,jelas spesliasis silikat rangka esaf honda stylo tangan,"['jelas', 'spesliasis', 'silikat', 'rangka', 'esaf', 'honda', 'stylo', 'tangan']",-1,negative
Fri Aug 25 10:39:45 +0000 2023,Dituding Jual Rangka eSAF Gampang Karatan Berikut Jawaban Honda https://t.co/s9ziHxSZFd,CNNIndonesia,dituding jual rangka esaf gampang karatan berikut jawaban honda https://t.co/s9zihxszfd,dituding jual rangka esaf gampang karatan berikut jawaban honda,"['dituding', 'jual', 'rangka', 'esaf', 'gampang', 'karatan', 'berikut', 'jawaban', 'honda']","['dituding', 'jual', 'rangka', 'esaf', 'gampang', 'karatan', 'berikut', 'jawaban', 'honda']","['dituding', 'jual', 'rangka', 'esaf', 'gampang', 'karatan', 'honda']",dituding jual rangka esaf gampang karatan honda,tuding jual rangka esaf gampang karat honda,"['tuding', 'jual', 'rangka', 'esaf', 'gampang', 'karat', 'honda']",2,positive
